type,fixed_acidity,volatile_acidity,citric_acid,density,pH,sulphates,alcohol,quality
white,8,0.24,0.48,0.99616,3.23,0.7,10,5
white,5.6,0.34,0.3,0.99266,3.25,0.49,11.1,6
white,5.8,0.54,0,0.98918,3.26,0.35,12.4,5
white,7.3,0.23,0.24,0.98926,2.9,0.38,12.2,6
white,6,0.39,0.13,0.99114,3.06,0.52,10.6,5
white,6.1,0.105,0.31,0.9912,3.41,0.41,11.1,7
white,5.8,0.32,0.2,0.98936,3.36,0.78,13.9,7
white,7.6,0.22,0.28,0.9983,2.99,0.3,9.2,6
white,6.8,0.19,0.4,0.99532,2.98,0.56,10.5,6
white,6.7,0.24,0.3,0.99189,3.04,0.59,11.3,8
white,6.8,0.17,0.34,0.99,3.24,0.45,12.9,6
white,6.2,0.3,0.31,0.98914,3.26,0.39,12.9,7
white,6.9,0.29,0.41,0.99537,3.12,0.51,9.6,5
white,6.8,0.19,0.34,0.99,3.25,0.45,12.9,6
white,6.8,0.17,0.34,0.99,3.24,0.45,12.9,6
white,6.6,0.24,0.27,0.99742,3.04,0.45,8.8,5
white,6.6,0.16,0.36,0.98884,3.23,0.34,13.2,8
white,7.6,0.22,0.28,0.9983,2.99,0.3,9.2,6
white,6.7,0.24,0.3,0.99189,3.04,0.59,11.3,8
white,6.8,0.19,0.4,0.99532,2.98,0.56,10.5,6
white,6.7,0.16,0.36,0.99284,3.3,0.59,10.5,6
white,6.5,0.3,0.27,0.99026,3.2,0.6,12.6,8
white,6.5,0.22,0.19,0.99297,3.05,0.5,9.5,6
white,6.2,0.36,0.45,0.99711,3.31,0.56,9.8,6
white,6.2,0.37,0.24,0.98934,3.04,0.26,13.4,8
white,7.6,0.31,0.24,0.9913,3.05,0.44,11.8,7
white,6.2,0.36,0.45,0.99711,3.31,0.56,9.8,6
white,5.9,0.32,0.28,0.98964,3.22,0.57,13.1,7
white,6.5,0.3,0.27,0.99026,3.2,0.6,12.6,8
white,5.8,0.22,0.3,0.992,3.26,0.45,10.4,5
white,5.4,0.45,0.27,0.98944,3.22,0.27,13.4,8
white,6.1,0.36,0.26,0.99031,3.06,0.27,13,7
white,6.2,0.37,0.24,0.98934,3.04,0.26,13.4,8
white,7.5,0.21,0.32,0.99393,3.11,0.52,10.2,7
white,6.9,0.28,0.33,0.9904,3.07,0.39,11.7,6
white,6.5,0.22,0.19,0.99297,3.05,0.5,9.5,6
white,7.8,0.2,0.2,0.99088,3.03,0.46,11.7,6
white,6.7,0.28,0.31,0.99254,3.04,0.47,11.4,8
white,7.6,0.31,0.24,0.9913,3.05,0.44,11.8,7
white,8,0.2,0.44,0.99158,3.09,0.32,11.2,6
white,6,0.28,0.27,0.99408,3.19,0.44,13,7
white,6,0.28,0.27,0.99408,3.19,0.44,13,7
white,6.7,0.24,0.36,0.99473,3.34,0.52,10.9,6
white,6.3,0.22,0.28,0.98998,3.14,0.37,11.6,7
white,6,0.24,0.28,0.99146,3.3,0.54,11.3,7
white,7.7,0.43,1,0.99742,3.29,0.5,12,6
white,6.4,0.3,0.36,0.99273,3.38,0.53,10.5,6
white,6.1,0.33,0.3,0.98922,3.31,0.4,13.1,7
white,6,0.28,0.27,0.99408,3.19,0.44,13,7
white,6.7,0.24,0.36,0.99473,3.34,0.52,10.9,6
white,6.7,0.29,0.45,0.99869,3.14,0.57,9.1,5
white,6.9,0.33,0.31,0.9896,3.18,0.48,13.4,7
white,6.5,0.16,0.34,0.99108,3.33,0.64,11.5,7
white,6,0.2,0.32,0.99134,3.38,0.68,11.2,7
white,7.5,0.33,0.28,0.99385,3.36,0.57,10.9,6
white,7.1,0.36,0.28,0.98936,3.19,0.44,13.5,7
white,6.7,0.29,0.45,0.99869,3.14,0.57,9.1,5
white,6.4,0.26,0.25,0.99606,3.17,0.55,9.9,6
white,7,0.22,0.24,0.99508,2.98,0.56,10.5,6
white,6.5,0.19,0.28,0.99038,3.18,0.51,11.7,7
white,6.3,0.21,0.31,0.99158,3.49,0.68,11,6
white,7.9,0.35,0.28,0.9932,2.99,0.43,13,6
white,7.7,0.38,0.23,0.99164,2.93,0.41,13.6,6
white,6.8,0.19,0.33,0.98987,3.08,0.62,12.3,7
white,7.2,0.33,0.34,0.98947,3.25,0.53,13.3,7
white,6.6,0.29,0.29,0.98819,3.08,0.42,13.7,7
white,7.5,0.2,0.41,0.99133,3.19,0.52,11.1,5
white,6.9,0.33,0.62,0.99143,3.23,0.43,13.4,7
white,6,0.23,0.15,0.99571,3.05,0.3,9.1,5
white,5.9,0.23,0.24,0.99139,3.31,0.5,11.3,7
white,6.6,0.32,0.41,0.99537,3.2,0.46,9.4,5
white,6,0.23,0.15,0.99571,3.05,0.3,9.1,5
white,5.3,0.36,0.27,0.99186,3.37,0.4,11.6,6
white,5.3,0.36,0.27,0.99186,3.37,0.4,11.6,6
white,8.9,0.27,0.28,0.98984,3.01,0.35,12.4,6
white,7.6,0.23,0.29,0.9963,3.11,0.32,9.8,6
white,6.9,0.75,0.13,0.99312,3.09,0.25,11.1,4
white,7.1,0.35,0.27,0.9897,3.26,0.38,13.1,7
white,7.2,0.31,0.35,0.9955,3.14,0.53,9.7,5
white,6.4,0.28,0.44,0.99528,3.15,0.48,9.2,5
white,7.2,0.23,0.46,0.99279,3.1,0.78,11.7,6
white,6.6,0.22,0.3,0.99704,3.14,0.37,10.6,6
white,7.2,0.31,0.35,0.9955,3.14,0.53,9.7,5
white,6.4,0.28,0.44,0.99528,3.15,0.48,9.2,5
white,7.2,0.24,0.28,0.9914,3.1,0.39,10.9,6
white,6.2,0.27,0.47,0.99224,3.23,0.51,10.1,5
white,6.5,0.28,0.25,0.99074,3.17,0.44,12.2,7
white,7.2,0.27,0.31,0.98892,3.03,0.33,12.7,6
white,7.8,0.28,0.25,0.98959,2.98,0.37,13,6
white,8.1,0.26,0.27,0.99212,3.16,0.33,11.2,6
white,6.6,0.23,0.37,0.99576,3.2,0.48,9.4,6
white,6,0.33,0.2,0.9919,3.41,0.53,11,6
white,6,0.33,0.2,0.9919,3.41,0.53,11,6
white,7.3,0.2,0.29,1.00037,3.1,0.48,9.2,6
white,6.6,0.23,0.37,0.99576,3.2,0.48,9.4,6
white,7.3,0.2,0.29,1.00037,3.1,0.48,9.2,6
white,6.2,0.47,0.19,0.992,3.22,0.45,12.3,6
white,6,0.33,0.2,0.9919,3.41,0.53,11,6
white,7.2,0.14,0.32,0.99218,3.04,0.67,10,6
white,5.7,0.22,0.22,0.99855,3.24,0.48,9,6
white,5.7,0.22,0.22,0.99855,3.24,0.48,9,6
white,5.7,0.22,0.22,0.99855,3.24,0.48,9,6
white,8.1,0.2,0.28,0.99062,2.92,0.36,11.1,6
white,5.8,0.14,0.15,0.99362,3.06,0.6,9.9,6
white,4.8,0.21,0.21,0.99324,3.66,0.48,12.2,7
white,8.1,0.2,0.28,0.99062,2.92,0.36,11.1,6
white,5.7,0.22,0.22,0.99855,3.24,0.48,9,6
white,7.5,0.34,0.24,0.99098,3.01,0.36,11.8,4
white,6.6,0.64,0.28,0.99036,3.11,0.62,12.9,6
white,7,0.48,0.12,0.99398,2.86,0.35,9,5
white,7.6,0.37,0.34,0.9903,3.01,0.33,12.4,6
white,7,0.48,0.12,0.99398,2.86,0.35,9,5
white,6.6,0.64,0.28,0.99036,3.11,0.62,12.9,6
white,8,0.25,0.27,0.99406,2.99,0.36,11.2,6
white,7.6,0.38,0.28,0.9906,3,0.41,12.6,6
white,6.9,0.26,0.27,0.99089,3.12,0.39,11.5,6
white,7.8,0.15,0.34,0.99096,3.07,0.72,11.3,7
white,8,0.25,0.27,0.99406,2.99,0.36,11.2,6
white,6.9,0.26,0.27,0.99089,3.12,0.39,11.5,6
white,5.9,0.655,0,0.9936,3.32,0.51,10.5,4
white,7.6,0.38,0.28,0.9906,3,0.41,12.6,6
white,7.8,0.31,0.4,0.9911,3.15,0.48,11.9,6
white,8.1,0.17,0.21,0.99396,3.18,0.52,10.1,6
white,6.8,0.18,0.28,0.99089,3.15,0.45,11,7
white,7.4,0.28,0.36,0.9968,3.14,0.56,10.6,5
white,7.3,0.23,0.27,0.99138,3.04,0.59,11.3,7
white,6.7,0.22,0.22,0.99098,3.1,0.37,11.2,4
white,7.4,0.25,0.28,0.99238,2.94,0.37,11.5,7
white,7.5,0.3,0.21,0.99244,2.92,0.35,11.1,5
white,7.2,0.26,0.24,0.99176,3.14,0.49,12.8,7
white,6.3,0.32,0.32,0.98993,3.3,0.46,12.3,6
white,7.7,0.24,0.3,0.9929,3.26,0.53,10.4,6
white,7.4,0.25,0.28,0.99238,2.94,0.37,11.5,7
white,7,0.24,0.35,0.98988,3.16,0.37,11.7,7
white,5.8,0.28,0.28,0.992,3.35,0.44,10.7,7
white,6.8,0.19,0.71,0.99784,2.85,0.5,9.5,6
white,6.8,0.19,0.71,0.99784,2.85,0.5,9.5,6
white,6.8,0.19,0.71,0.99784,2.85,0.5,9.5,6
white,6.6,0.19,0.35,0.99006,3.18,0.68,12,7
white,6.4,0.28,0.36,0.99211,3.31,0.45,10.8,5
white,5.6,0.28,0.27,0.99202,3.35,0.44,10.7,7
white,5.6,0.28,0.28,0.992,3.35,0.44,10.7,7
white,6.8,0.19,0.32,0.99332,3.12,0.44,10.7,7
white,7.2,0.16,0.29,0.98958,3.12,0.4,12.1,7
white,6.6,0.17,0.28,0.98939,3,0.52,11.9,7
white,6.6,0.19,0.28,0.99492,3.18,0.37,10.8,6
white,5.8,0.2,0.24,0.99043,3.59,0.56,12.3,7
white,6.6,0.39,0.38,0.99787,3.3,0.57,9.4,6
white,6.8,0.12,0.3,0.99654,3.2,0.35,9.9,6
white,6.6,0.295,0.24,0.99304,3.35,0.61,10.4,7
white,6.6,0.26,0.24,0.9952,3.35,0.6,10.4,6
white,7,0.32,0.27,0.99165,3.15,0.6,12.6,7
white,7.4,0.36,0.23,0.9892,2.93,0.36,12.5,6
white,6.7,0.35,0.48,0.99628,3.04,0.47,9.4,5
white,6.4,0.38,0.24,0.99604,3.11,0.6,9.2,5
white,6.8,0.14,0.18,0.99164,3.27,0.54,11.2,6
white,7,0.16,0.25,0.998,2.91,0.46,9.2,6
white,7,0.16,0.25,0.998,2.91,0.46,9.2,6
white,6.7,0.35,0.48,0.99628,3.04,0.47,9.4,5
white,6.8,0.14,0.18,0.99164,3.27,0.54,11.2,6
white,6.8,0.16,0.18,0.99226,3.27,0.55,10.8,6
white,7,0.16,0.25,0.998,2.91,0.46,9.2,6
white,6.4,0.38,0.24,0.99604,3.11,0.6,9.2,5
white,7.2,0.24,0.3,0.98914,2.96,0.36,12.5,6
white,7.7,0.32,0.61,0.99794,3,0.54,9.3,5
white,7,0.29,0.33,0.99048,3.21,0.5,11.4,5
white,7.1,0.27,0.24,0.99726,3.04,0.56,10,7
white,6.8,0.45,0.28,1.00295,3.06,0.42,10.6,6
white,6.3,0.2,0.26,0.99278,3.07,0.75,10.7,7
white,7.1,0.27,0.24,0.99726,3.04,0.56,10,7
white,7.2,0.24,0.3,0.98914,2.96,0.36,12.5,6
white,6.8,0.45,0.28,1.00295,3.06,0.42,10.6,6
white,6.6,0.36,0.28,0.99054,3.19,0.27,12.8,7
white,7.7,0.32,0.61,0.99794,3,0.54,9.3,5
white,7,0.29,0.33,0.99048,3.21,0.5,11.4,5
white,6.4,0.37,0.2,0.99459,3.24,0.43,9.5,5
white,6.4,0.38,0.2,0.99459,3.24,0.43,9.5,6
white,6.4,0.36,0.2,0.9946,3.24,0.43,9.5,6
white,6.6,0.3,0.25,0.99362,3.06,0.38,10.8,6
white,6.6,0.3,0.25,0.99362,3.06,0.38,10.8,6
white,6.5,0.21,0.51,0.99966,3.2,0.47,8.8,6
white,6.6,0.3,0.25,0.99362,3.06,0.38,10.8,6
white,7.6,0.31,0.27,0.99442,3.08,0.38,11,7
white,5.8,0.58,0,0.98918,3.29,0.38,12.4,6
white,6.5,0.26,0.39,0.99089,3.25,0.75,11.3,7
white,8.7,0.3,0.34,0.99474,3.12,0.49,11.2,7
white,6.4,0.29,0.32,0.99008,3.24,0.66,12.5,7
white,6.7,0.13,0.32,0.99348,3.12,0.44,10,6
white,6.8,0.19,0.33,0.99283,3.12,0.56,11,6
white,6,0.25,0.4,0.99398,3.16,0.88,10.5,6
white,6,0.25,0.4,0.99398,3.16,0.88,10.5,6
white,6.8,0.19,0.33,0.99283,3.12,0.56,11,6
white,6.4,0.24,0.23,0.9908,3.12,0.54,11.4,7
white,5.9,0.18,0.28,0.99165,3.16,0.44,11.3,6
white,7.2,0.33,0.22,0.99076,2.97,0.52,12.2,7
white,6.4,0.29,0.24,0.98942,2.9,0.66,12.6,7
white,7.3,0.31,0.25,0.99244,2.9,0.37,11.1,5
white,7,0.29,0.37,0.99058,3.26,0.47,12.3,6
white,6.9,0.19,0.6,0.99255,2.92,0.59,10.4,4
white,6.3,0.32,0.17,0.99916,3.13,0.48,8.8,6
white,6.6,0.085,0.33,0.99306,3.27,0.61,9.5,6
white,6.3,0.32,0.17,0.99916,3.13,0.48,8.8,6
white,6.8,0.18,0.32,0.99498,3.42,0.44,10.4,6
white,6.8,0.52,0.26,0.99,3.11,0.27,13,7
white,7.1,0.28,0.28,0.99338,3.16,0.46,12.2,7
white,5.7,0.15,0.47,0.99456,3.03,0.34,10.5,8
white,5.8,0.275,0.3,0.9926,3.33,0.42,10.8,7
white,5.4,0.53,0.16,0.98856,3.2,0.53,13.2,8
white,5.8,0.32,0.28,0.98946,3.16,0.57,13,8
white,6.7,0.22,0.39,0.99346,3.5,0.47,10,6
white,6.1,0.6,0.12,0.99268,3.42,0.48,10.4,4
white,6.5,0.26,0.31,0.98944,3.16,0.54,12.4,6
white,5,0.29,0.54,0.98976,3.27,0.34,12.9,8
white,5.4,0.53,0.16,0.98856,3.2,0.53,13.2,8
white,6.8,0.21,0.26,0.99523,3.02,0.56,10.5,7
white,5.8,0.32,0.28,0.98946,3.16,0.57,13,8
white,6.5,0.27,0.26,0.99402,3.07,0.36,11.2,5
white,5.9,0.37,0.32,0.98916,3.41,0.55,12.7,7
white,6.2,0.21,0.18,0.99655,3.14,0.52,9.4,6
white,6.8,0.3,0.29,0.99071,3.03,0.32,12.9,7
white,7.3,0.41,0.29,0.98889,2.96,0.35,13,8
white,5.4,0.3,0.3,0.98742,3.31,0.4,13.6,7
white,6.6,0.34,0.2,0.99336,3.32,0.55,9.1,5
white,5.6,0.25,0.19,0.992,3.25,0.43,10.4,6
white,5.3,0.3,0.3,0.98742,3.31,0.4,13.6,7
white,6.9,0.58,0.58,0.99275,3.28,0.44,12.2,6
white,7.2,0.23,0.25,1.00044,3.1,0.51,8.7,5
white,7.1,0.2,0.27,0.99444,3.04,0.37,10.5,7
white,6.8,0.15,0.41,0.99742,3.24,0.78,10.2,6
white,7,0.22,0.26,0.99228,3.06,0.34,12.5,8
white,6.4,0.16,0.44,0.99058,3.11,0.75,11.3,7
white,6.8,0.15,0.41,0.99742,3.24,0.78,10.2,6
white,6.8,0.31,0.3,0.99164,3.13,0.63,12.6,7
white,6.8,0.15,0.41,0.99742,3.24,0.78,10.2,6
white,7.6,0.3,0.37,0.99438,3.09,0.5,9.8,5
white,6,0.16,0.27,0.99402,3.15,0.34,10.8,5
white,7.1,0.21,0.35,0.99128,3.32,0.56,12.5,6
white,7,0.22,0.26,0.99228,3.06,0.34,12.5,8
white,5.6,0.21,0.24,0.991,3.3,0.31,11.5,7
white,7.4,0.22,0.26,0.9931,2.98,0.41,11.4,6
white,7.1,0.2,0.27,0.99444,3.04,0.37,10.5,7
white,6.8,0.31,0.3,0.99164,3.13,0.63,12.6,7
white,7.2,0.23,0.25,1.00044,3.1,0.51,8.7,5
white,6.4,0.15,0.4,0.99112,3.17,0.68,11,6
white,6.4,0.16,0.44,0.99058,3.11,0.75,11.3,7
white,6.8,0.15,0.41,0.99742,3.24,0.78,10.2,6
white,6.3,0.22,0.34,0.98961,3.06,0.74,11.6,6
white,7.6,0.3,0.37,0.99438,3.09,0.5,9.8,5
white,7,0.3,0.27,0.99344,3.1,0.52,10.1,5
white,6.6,0.26,0.22,0.99904,3.06,0.5,9.2,5
white,7.5,0.24,0.31,0.99884,3.05,0.53,9.1,6
white,7.5,0.24,0.31,0.99884,3.05,0.53,9.1,6
white,7.5,0.24,0.31,0.99884,3.05,0.53,9.1,6
white,7.5,0.24,0.31,0.99884,3.05,0.53,9.1,6
white,6.6,0.15,0.34,0.98949,2.96,0.5,11.7,6
white,6.7,0.34,0.43,0.99014,3.23,0.44,12.6,6
white,7.7,0.35,0.46,0.99786,2.86,0.47,9,5
white,6.7,0.31,0.09,0.99206,3.12,0.44,10.1,5
white,4.7,0.67,0.09,0.98722,3.3,0.34,13.6,5
white,7.5,0.24,0.31,0.99884,3.05,0.53,9.1,6
white,6.3,0.2,0.18,0.99666,3.09,0.54,9.2,5
white,6.6,0.28,0.23,0.99754,3.12,0.51,8.8,5
white,8.5,0.18,0.3,0.99272,2.83,0.36,10,4
white,6.5,0.35,0.38,0.99712,3.47,0.48,9.1,6
white,6.8,0.22,0.26,0.99104,3.04,0.35,11.2,5
white,6.3,0.18,0.24,0.99373,3.11,0.52,9.2,6
white,6.6,0.26,0.22,0.99904,3.06,0.5,9.2,5
white,6.6,0.3,0.45,0.9956,3.18,0.48,9.5,5
white,6.3,0.34,0.27,0.99095,3.35,0.6,11.9,7
white,7.7,0.3,0.23,0.99382,3.11,0.62,9.8,5
white,7.7,0.31,0.23,0.99382,3.11,0.62,9.8,5
white,5.7,0.265,0.28,0.99299,3.36,0.44,10.8,7
white,5.4,0.255,0.33,0.99048,3.37,0.66,11.3,6
white,6.6,0.26,0.28,0.99254,3.17,0.34,12.1,6
white,4.8,0.17,0.28,0.9902,3.38,0.34,11.3,7
white,5.7,0.265,0.28,0.99299,3.36,0.44,10.8,7
white,6.2,0.2,0.33,0.99012,3.36,0.41,13.5,7
white,7.5,0.28,0.41,0.99293,3.28,0.45,10.3,5
white,6.2,0.22,0.2,1.00022,3.11,0.53,9,6
white,7,0.34,0.26,0.99382,3.08,0.35,11.6,6
white,7.5,0.28,0.41,0.99293,3.28,0.45,10.3,5
white,6.5,0.19,0.34,0.98954,3.21,0.68,12.5,6
white,6,0.21,0.29,0.99936,3.39,0.45,8.6,5
white,6.1,0.22,0.46,0.9884,3.19,0.33,13.4,6
white,6.5,0.32,0.48,0.99144,3.22,0.79,12.7,4
white,7.1,0.21,0.72,0.99324,2.97,0.51,9.2,5
white,5.6,0.26,0.18,0.99174,3.32,0.35,10.2,6
white,7,0.15,0.28,0.99792,2.96,0.39,9,7
white,7,0.15,0.28,0.99792,2.96,0.39,9,7
white,7,0.15,0.28,0.99792,2.96,0.39,9,7
white,7,0.15,0.28,0.99792,2.96,0.39,9,7
white,7,0.15,0.28,0.99792,2.96,0.39,9,7
white,7,0.15,0.28,0.99792,2.96,0.39,9,7
white,7,0.15,0.28,0.99792,2.96,0.39,9,7
white,7.4,0.27,0.28,0.99043,3.02,0.4,11.9,5
white,6.8,0.22,0.3,0.99654,2.89,0.42,9,6
white,6.2,0.24,0.25,0.99758,3.3,0.51,9,5
white,6.3,0.28,0.29,0.99374,3.43,0.59,11,6
white,7,0.15,0.28,0.99792,2.96,0.39,9,7
white,5.5,0.17,0.23,0.99243,3.28,0.5,10,5
white,6.5,0.26,0.34,0.99216,3.29,0.46,10.7,5
white,6.6,0.27,0.33,0.99215,3.29,0.46,10.7,5
white,5.4,0.46,0.15,0.98953,3.39,0.77,13.4,8
white,7.8,0.19,0.32,0.99278,2.99,0.39,11,6
white,5.5,0.17,0.23,0.99243,3.28,0.5,10,5
white,6.5,0.26,0.34,0.99216,3.29,0.46,10.7,5
white,6.6,0.27,0.33,0.99215,3.29,0.46,10.7,5
white,7.8,0.19,0.32,0.99278,2.99,0.39,11,6
white,7.8,0.2,0.32,0.99186,2.99,0.39,11,6
white,6.1,0.17,0.28,0.99072,3.16,0.37,11.1,7
white,7.4,0.2,0.35,0.99244,2.79,0.52,10.9,5
white,6.7,0.39,0.24,0.99084,3.03,0.37,11.5,5
white,5.4,0.46,0.15,0.98953,3.39,0.77,13.4,8
white,6.9,0.4,0.17,0.99754,3.08,0.49,9.4,5
white,6.9,0.4,0.17,0.99754,3.08,0.49,9.4,5
white,6.9,0.4,0.17,0.99754,3.08,0.49,9.4,5
white,6.3,0.24,0.29,0.99567,3.17,0.38,10.6,6
white,6.9,0.4,0.17,0.99754,3.08,0.49,9.4,5
white,7.4,0.27,0.31,0.99094,3.03,0.65,12,4
white,6.1,0.27,0.28,0.99532,3.14,0.42,10.2,6
white,6.3,0.24,0.29,0.99567,3.17,0.38,10.6,6
white,5,0.61,0.12,0.9874,3.26,0.37,13.5,5
white,6.7,0.42,0.39,0.99794,3.31,0.58,9.7,5
white,6.5,0.33,0.28,0.99122,3.24,0.32,12.2,6
white,6.9,0.33,0.31,0.99226,3.11,0.57,12.3,5
white,6.5,0.33,0.28,0.99122,3.24,0.32,12.2,6
white,6.3,0.15,0.3,0.99099,3.42,0.57,11.4,7
white,6.5,0.32,0.45,0.99134,3.2,0.7,12.7,7
white,6.7,0.42,0.39,0.99794,3.31,0.58,9.7,5
white,7.4,0.25,0.29,0.99338,3.13,0.29,10.8,6
white,7.6,0.27,0.3,0.9938,3.08,0.29,11,6
white,6.4,0.27,0.45,0.9955,3.18,0.48,9.5,5
white,6.5,0.25,0.27,0.99776,3.2,0.49,10.1,6
white,5.6,0.19,0.31,0.98964,3.46,0.4,13.2,7
white,7.4,0.29,0.48,0.99808,3.02,0.34,8.8,5
white,6.4,0.34,0.44,0.99551,3.18,0.48,9.5,5
white,6.6,0.27,0.52,0.99548,3.18,0.48,9.5,5
white,6.6,0.26,0.52,0.99541,3.16,0.47,9.5,6
white,6.4,0.27,0.45,0.9955,3.18,0.48,9.5,5
white,6.5,0.26,0.5,0.99536,3.18,0.47,9.5,5
white,6.8,0.25,0.3,0.99524,3.03,0.58,10.4,6
white,6.3,0.32,0.26,0.9961,3.14,0.55,9.9,6
white,5.5,0.24,0.45,0.99224,3.22,0.48,10,5
white,6.5,0.25,0.27,0.99776,3.2,0.49,10.1,6
white,6.6,0.13,0.29,0.99702,3.17,0.39,9.4,6
white,7,0.39,0.21,0.99657,3.03,0.47,9.3,5
white,7.9,0.21,0.39,0.99176,3.05,0.52,10.9,5
white,7,0.3,0.28,0.99166,3.2,0.57,11.4,5
white,8.1,0.2,0.3,0.99242,2.99,0.73,10.3,5
white,8.3,0.18,0.3,0.99109,3.02,0.51,11,6
white,7.9,0.21,0.39,0.99176,3.05,0.52,10.9,5
white,7.2,0.17,0.34,0.99278,2.99,0.4,10.8,6
white,8.1,0.2,0.3,0.99242,2.99,0.73,10.3,5
white,8.3,0.18,0.3,0.99109,3.02,0.51,11,6
white,7,0.39,0.21,0.99657,3.03,0.47,9.3,5
white,6.8,0.21,0.62,0.99358,2.96,0.59,10.2,5
white,6.9,0.21,0.62,0.99358,2.96,0.59,10.2,6
white,7.2,0.17,0.34,0.99278,2.99,0.4,10.8,6
white,6.8,0.26,0.34,0.99705,3.24,0.52,10.5,3
white,7.2,0.28,0.38,0.9912,3.13,0.52,11.1,5
white,7.9,0.21,0.39,0.99176,3.05,0.52,10.9,5
white,7,0.3,0.28,0.99166,3.2,0.57,11.4,5
white,7.4,0.34,0.28,0.99677,3.22,0.49,10.3,5
white,6.3,0.43,0.32,0.99172,3.28,0.33,12.9,7
white,6.8,0.41,0.3,0.9953,3.12,0.59,9.9,5
white,6.3,0.4,0.24,0.99186,3.24,0.44,11.3,6
white,5.1,0.35,0.26,0.99188,3.38,0.4,11.5,6
white,5.1,0.35,0.26,0.99188,3.38,0.4,11.5,6
white,6.3,0.3,0.2,0.99158,3,0.38,10.7,5
white,6.9,0.28,0.28,0.99522,3.03,0.56,10.4,6
white,7,0.33,0.28,0.99176,3.17,0.64,12.5,6
white,6.7,0.26,0.49,0.99558,3.19,0.48,9.5,5
white,7.3,0.24,0.3,0.9911,3.05,0.56,11.3,7
white,6.7,0.46,0.21,0.99016,3.26,0.54,13,6
white,5.1,0.35,0.26,0.99188,3.38,0.4,11.5,6
white,5.1,0.23,0.18,0.98956,3.22,0.39,11.5,5
white,6.3,0.4,0.24,0.99186,3.24,0.44,11.3,6
white,7.1,0.44,0.23,0.99062,3.15,0.57,13.2,7
white,4.8,0.26,0.23,0.99274,3.46,0.28,11.5,7
white,6.8,0.31,0.19,0.993,2.83,0.44,9.6,5
white,6.8,0.31,0.19,0.993,2.83,0.44,9.6,5
white,7,0.15,0.29,0.9978,3.15,0.37,9.7,6
white,6.5,0.41,0.22,0.9946,3.14,0.62,9.2,5
white,6.2,0.31,0.23,0.99429,3.16,0.48,8.4,5
white,8,0.27,0.33,0.99002,3,0.45,12.4,6
white,8,0.27,0.33,0.99002,3,0.45,12.4,6
white,6.5,0.41,0.22,0.9946,3.14,0.62,9.2,5
white,6.2,0.31,0.23,0.99429,3.16,0.48,8.4,5
white,6.7,0.37,0.25,0.9909,3.14,0.36,11.7,6
white,6.6,0.21,0.5,0.99294,2.96,0.56,11,6
white,7.5,0.26,0.31,0.99044,2.97,0.43,11.9,6
white,7.5,0.34,0.28,0.98958,3.2,0.5,13.2,7
white,6.7,0.37,0.25,0.9909,3.14,0.36,11.7,6
white,6.4,0.32,0.23,0.9986,3.26,0.54,9.1,5
white,6.7,0.24,0.32,0.99262,3.34,0.35,12.6,6
white,6.4,0.32,0.23,0.9986,3.26,0.54,9.1,5
white,7.1,0.39,0.79,0.99212,3.17,0.46,10.5,6
white,8.2,0.31,0.43,0.99628,3.23,0.64,10.6,5
white,6.7,0.24,0.32,0.99262,3.34,0.35,12.6,6
white,5.9,0.17,0.29,0.98913,3.41,0.33,13.7,7
white,5.9,0.2,0.23,0.99021,3.36,0.49,12,6
white,6.6,0.32,0.26,0.99198,3.4,0.73,12.5,7
white,5.9,0.12,0.27,0.99226,3.55,0.68,12.1,6
white,5.9,0.18,0.29,0.99159,3.21,0.38,11.3,6
white,5.9,0.2,0.23,0.99021,3.36,0.49,12,6
white,5.4,0.17,0.27,0.99224,3.46,0.55,10.3,6
white,6.1,0.21,0.3,0.99068,3.27,0.31,12.7,6
white,7.3,0.25,0.26,0.99587,3.12,0.37,9.2,5
white,7.3,0.25,0.26,0.99587,3.12,0.37,9.2,5
white,6.2,0.22,0.3,0.99728,3.1,0.47,9.5,6
white,6.5,0.27,0.19,0.99364,3.16,0.34,10.1,6
white,6.5,0.27,0.19,0.99364,3.16,0.34,10.1,6
white,6.6,0.39,0.22,0.99018,3.25,0.53,13,7
white,6,0.31,0.38,0.98968,3.24,0.56,13.1,6
white,8.4,0.23,0.32,0.99178,3.1,0.55,11,6
white,7.3,0.25,0.26,0.99587,3.12,0.37,9.2,5
white,6,0.22,0.25,0.9961,3.08,0.36,9.4,6
white,6.2,0.22,0.3,0.99728,3.1,0.47,9.5,6
white,6.1,0.23,0.27,0.99534,3.16,0.4,10.2,6
white,6.5,0.27,0.19,0.99364,3.16,0.34,10.1,6
white,7.3,0.36,0.54,0.99864,3.06,0.49,8.6,4
white,7.6,0.37,0.51,0.99776,2.91,0.51,9,5
white,6.7,0.26,0.51,0.99545,3.13,0.5,9.6,5
white,7.4,0.22,0.27,0.99299,3.29,0.44,9.9,7
white,6.1,0.22,0.28,0.99665,3.2,0.38,10.5,5
white,7.1,0.28,0.31,0.99069,3.15,0.5,11.4,5
white,6.5,0.35,0.31,0.99692,3.18,0.49,9.4,5
white,6.8,0.73,0.2,0.99324,3.12,0.28,11.1,4
white,6,0.28,0.24,0.99896,3.1,0.45,8.9,6
white,6,0.28,0.24,0.99896,3.1,0.45,8.9,6
white,7.1,0.2,0.37,0.99226,3.15,0.52,10.8,5
